"STRT_ID";"STREET";"BLD_ID";"BLD";"KORP"
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9365521";"д.52";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"10238574";"45";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9430976";"д.50";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9429664";"д.47";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9413626";"д.68";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9376147";"д.32";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9370636";"д.17";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"10238587";"д.45";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9452135";"д.62";"Б"
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9446673";"д.62";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9448903";"д.49";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9430785";"д.16";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9430320";"д.29";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9424439";"д.9";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9410232";"д.28";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9402239";"д.34";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9382579";"д.13";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9436242";"д.15";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9419157";"д.64";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9408365";"д.58";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9388792";"д.46";""
"3189142";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Лесная ул., ";"9441618";"д.35";""
"3189142";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Лесная ул., ";"9435363";"д.20";"А"
"3189142";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Лесная ул., ";"10215252";"д.15А";""
"3189142";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Лесная ул., ";"9441617";"д.0";""
