"STRT_ID";"STREET";"BLD_ID";"BLD";"KORP"
"3189149";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Первомайская ул., ";"9409190";"д.23";""
"3189149";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Первомайская ул., ";"9366309";"д.20";""
"3189149";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Первомайская ул., ";"9420045";"д.15";""
"3189149";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Первомайская ул., ";"10223714";"д.11";""
"3189149";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Первомайская ул., ";"9365376";"д.25";""
"3189149";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Первомайская ул., ";"10223719";"д.16";""
"3189149";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Первомайская ул., ";"9439434";"д.14";""
"3189149";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Первомайская ул., ";"9430982";"д.19";""
"3189149";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Первомайская ул., ";"9435357";"д.9";""
"3189149";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Первомайская ул., ";"9387498";"д.24";""
"3189148";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Парковая ул., ";"9376341";"д.2";""
"3189148";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Парковая ул., ";"9447131";"д.7";""
"3189148";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Парковая ул., ";"9376309";"д.5";""
"3189148";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Парковая ул., ";"10231674";"д.14";""
"3189148";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Парковая ул., ";"9381288";"д.10";""
"3189148";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Парковая ул., ";"9436237";"нетр162460";""
"3189148";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Парковая ул., ";"9387465";"д.3";""
"3189147";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Октябрьская ул., ";"10233286";"д.4";""
"3189147";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Октябрьская ул., ";"9376006";"д.19";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9436015";"д.21";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9431502";"д.24";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9387444";"д.50";"А"
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9440932";"д.54";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"13361640";"д.10";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9376493";"д.70";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9413436";"д.56";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9440958";"д.20";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9428768";"д.66";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9387280";"д.60";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9392226";"д.14";""
"3189144";"Вологодская обл., Бабаевский р-н, с. Борисово-Судское, Мира ул., ";"9376951";"д.2";""
